im_198.6deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,21.0,24.0,27.0,30.0,34.0,40.0,44.0,52.0,61.0,75.0,88.0,106.0,114.0,120.0,111.0,96.0,86.0,68.0,49.0,33.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_194.7deg_frame_1,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,14.0,15.0,17.0,18.0,22.0,25.0,27.0,29.0,34.0,39.0,54.0,70.0,94.0,105.0,125.0,126.0,129.0,118.0,105.0,81.0,62.0,45.0,37.0,27.0,20.0,16.0,14.0,12.0,12.0,11.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0
im_213.4deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,20.0,22.0,24.0,24.0,28.0,29.0,32.0,32.0,40.0,42.0,51.0,58.0,67.0,70.0,75.0,71.0,72.0,59.0,54.0,42.0,36.0,26.0,19.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_207.7deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,20.0,21.0,23.0,25.0,27.0,32.0,33.0,34.0,42.0,54.0,63.0,72.0,76.0,86.0,88.0,97.0,93.0,90.0,76.0,56.0,39.0,28.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_238.0deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,19.0,20.0,21.0,20.0,21.0,23.0,27.0,30.0,33.0,31.0,35.0,40.0,45.0,51.0,58.0,63.0,70.0,68.0,64.0,58.0,52.0,48.0,42.0,33.0,24.0,19.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_220.7deg_frame_1,12.0,13.0,13.0,14.0,14.0,14.0,15.0,14.0,17.0,17.0,17.0,17.0,20.0,22.0,24.0,25.0,29.0,29.0,34.0,37.0,44.0,48.0,62.0,69.0,75.0,79.0,76.0,74.0,70.0,61.0,53.0,44.0,35.0,26.0,19.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0
im_82.6deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,21.0,25.0,26.0,28.0,28.0,31.0,32.0,34.0,36.0,37.0,35.0,43.0,55.0,74.0,87.0,93.0,91.0,79.0,72.0,58.0,45.0,34.0,27.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_75.3deg_frame_1,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,16.0,17.0,17.0,19.0,19.0,19.0,22.0,24.0,26.0,26.0,29.0,38.0,51.0,67.0,79.0,84.0,82.0,72.0,63.0,53.0,40.0,26.0,20.0,14.0,12.0,12.0,13.0,13.0,13.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0
im_58.0deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,23.0,23.0,22.0,26.0,26.0,25.0,24.0,29.0,35.0,40.0,44.0,55.0,64.0,77.0,80.0,80.0,71.0,58.0,43.0,31.0,22.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
im_93.1deg_frame_1,12.0,12.0,12.0,12.0,13.0,13.0,13.0,16.0,17.0,19.0,22.0,26.0,29.0,31.0,32.0,31.0,34.0,33.0,37.0,39.0,43.0,49.0,64.0,78.0,93.0,96.0,96.0,89.0,76.0,59.0,46.0,31.0,22.0,17.0,15.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0
im_88.3deg_frame_1,12.0,12.0,13.0,13.0,13.0,13.0,15.0,16.0,19.0,21.0,24.0,27.0,30.0,30.0,33.0,32.0,35.0,36.0,39.0,41.0,48.0,54.0,70.0,84.0,92.0,91.0,89.0,76.0,62.0,47.0,36.0,26.0,21.0,16.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0
im_97.4deg_frame_1,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,20.0,22.0,25.0,29.0,31.0,32.0,33.0,35.0,36.0,41.0,52.0,65.0,88.0,100.0,111.0,101.0,94.0,75.0,65.0,48.0,39.0,29.0,24.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
